户型,面积,楼层,总楼层,走向
1室1厅,58.09㎡,低层,（共20层）,南向
3室1厅,115.99㎡,中层,（共5层）,南北向
2室2厅,83.14㎡,中层,（共28层）,南北向
2室2厅,118.11㎡,中层,（共9层）,南北向
2室1厅,117.86㎡,高层,（共13层）,南北向
2室1厅,59.48㎡,高层,（共7层）,南向
3室2厅,144.3㎡,中层,（共11层）,南北向
2室1厅,108.11㎡,高层,（共6层）,南北向
3室2厅,185.1㎡,高层,（共7层）,南北向
2室1厅,100.36㎡,低层,（共13层）,东西向
1室1厅,49.07㎡,中层,（共22层）,北向
3室1厅,114.45㎡,高层,（共8层）,南北向
2室1厅,66.28㎡,低层,（共6层）,南北向
3室2厅,155.48㎡,高层,（共6层）,南北向
2室1厅,56.2㎡,高层,（共6层）,南向
4室2厅,203.75㎡,高层,（共6层）,南北向
3室2厅,192.67㎡,中层,（共5层）,南北向
2室1厅,85.3㎡,高层,（共6层）,南北向
3室2厅,96㎡,低层,（共14层）,南向
3室2厅,122.62㎡,中层,（共30层）,南北向
2室1厅,83㎡,中层,（共7层）,南北向
2室1厅,91.91㎡,中层,（共7层）,南北向
2室2厅,131.15㎡,中层,（共6层）,南北向
2室1厅,79.41㎡,中层,（共24层）,西北向
2室2厅,92.35㎡,低层,（共27层）,南北向
2室1厅,92.03㎡,中层,（共31层）,南向
2室1厅,61.49㎡,低层,（共6层）,东北向
3室2厅,175.94㎡,高层,（共6层）,南北向
2室1厅,86.55㎡,高层,（共31层）,南向
2室2厅,79.95㎡,低层,（共29层）,南向
3室2厅,174.21㎡,高层,（共16层）,南北向
3室2厅,89.43㎡,高层,（共25层）,南北向
2室1厅,58.89㎡,中层,（共6层）,南北向
3室2厅,166.38㎡,低层,（共7层）,南北向
2室1厅,88.96㎡,中层,（共9层）,南北向
2室1厅,91.74㎡,高层,（共31层）,南向
2室1厅,84.7㎡,低层,（共6层）,南北向
2室1厅,79.13㎡,中层,（共33层）,南向
2室2厅,90.83㎡,中层,（共5层）,南北向
3室1厅,96.49㎡,高层,（共30层）,南向
4室2厅,208.71㎡,高层,（共28层）,南北向
3室2厅,131.66㎡,高层,（共15层）,南北向
3室2厅,155.64㎡,低层,（共15层）,南北向
2室1厅,58.5㎡,中层,（共4层）,南北向
3室2厅,147.75㎡,低层,（共30层）,南北向
2室2厅,91.94㎡,中层,（共6层）,南北向
3室1厅,98.19㎡,中层,（共7层）,南北向
3室1厅,116.91㎡,低层,（共11层）,西北向
2室2厅,122.75㎡,高层,（共6层）,南北向
2室2厅,74.25㎡,高层,（共6层）,西向
1室1厅,34.93㎡,中层,（共7层）,东向
2室1厅,102.97㎡,高层,（共7层）,南北向
3室2厅,121.86㎡,高层,（共16层）,南向
2室1厅,53.25㎡,低层,（共7层）,南北向
3室2厅,151.41㎡,中层,（共12层）,南北向
3室1厅,138.42㎡,中层,（共6层）,南北向
4室2厅,259.81㎡,高层,（共11层）,南北向
2室2厅,109.9㎡,高层,（共24层）,南向
2室2厅,108.37㎡,低层,（共9层）,南北向
1室1厅,40.49㎡,中层,（共6层）,东向
3室2厅,144㎡,低层,（共18层）,南北向
2室2厅,87.63㎡,高层,（共10层）,南北向
1室1厅,38.64㎡,高层,（共7层）,东向
3室2厅,174.86㎡,高层,（共18层）,南北向
2室1厅,39.36㎡,高层,（共7层）,南北向
4室2厅,255.22㎡,低层,（共31层）,南北向
2室1厅,81.77㎡,中层,（共27层）,南向
2室1厅,96.73㎡,中层,（共6层）,南北向
2室1厅,75.85㎡,高层,（共6层）,南北向
2室1厅,68.21㎡,中层,（共6层）,南北向
2室1厅,79.86㎡,低层,（共15层）,南北向
3室1厅,132.81㎡,中层,（共7层）,南向
2室1厅,86.36㎡,低层,（共33层）,南向
3室2厅,152.63㎡,中层,（共11层）,南北向
2室1厅,58.01㎡,高层,（共6层）,南北向
3室2厅,122.08㎡,中层,（共17层）,南北向
1室1厅,40.34㎡,高层,（共8层）,南向
3室2厅,146.65㎡,高层,（共53层）,南向
1室1厅,57.68㎡,高层,（共7层）,南向
1室1厅,60.09㎡,中层,（共21层）,南向
2室1厅,91.87㎡,中层,（共24层）,南向
2室1厅,88.2㎡,高层,（共30层）,南向
3室2厅,84.85㎡,中层,（共32层）,南北向
2室1厅,85.5㎡,中层,（共6层）,南北向
2室1厅,90.93㎡,中层,（共27层）,南北向
2室1厅,77.84㎡,高层,（共18层）,南北向
2室1厅,69.74㎡,高层,（共6层）,南北向
4室2厅,191.71㎡,中层,（共4层）,南北向
3室1厅,83.18㎡,高层,（共6层）,南北向
4室2厅,236.62㎡,中层,（共5层）,南北向
2室1厅,56.21㎡,低层,（共7层）,南北向
2室1厅,95.03㎡,中层,（共6层）,南向
2室1厅,88.66㎡,高层,（共6层）,南北向
3室2厅,165.77㎡,高层,（共18层）,南北向
2室1厅,95.38㎡,中层,（共11层）,南向
3室2厅,130.32㎡,中层,（共5层）,南北向
2室1厅,52.36㎡,中层,（共7层）,东西向
1室1厅,55.11㎡,高层,（共33层）,南向
3室2厅,168.21㎡,高层,（共15层）,南北向
2室1厅,63.14㎡,中层,（共6层）,南向
3室1厅,156.26㎡,低层,（共7层）,南北向
2室2厅,107.45㎡,中层,（共6层）,南北向
3室2厅,104.45㎡,低层,（共27层）,南北向
2室1厅,109.9㎡,低层,（共7层）,南北向
3室1厅,122.22㎡,中层,（共37层）,南向
1室1厅,33.24㎡,高层,（共5层）,南向
2室1厅,39.32㎡,中层,（共5层）,南北向
2室1厅,95.92㎡,高层,（共7层）,南北向
3室2厅,137.73㎡,低层,（共6层）,南北向
3室1厅,73.7㎡,低层,（共6层）,南北向
2室1厅,61.78㎡,低层,（共6层）,东南向
2室1厅,108.97㎡,中层,（共6层）,南北向
2室1厅,104.3㎡,低层,（共6层）,南北向
4室2厅,160.42㎡,中层,（共6层）,南北向
3室2厅,122㎡,高层,（共30层）,南向
3室2厅,125.75㎡,低层,（共6层）,南北向
1室1厅,68.08㎡,高层,（共9层）,南向
2室1厅,63.11㎡,中层,（共5层）,南北向
2室2厅,81.45㎡,高层,（共18层）,南向
1室1厅,30.54㎡,高层,（共7层）,南向
3室2厅,117.62㎡,高层,（共11层）,南北向
2室1厅,98.26㎡,低层,（共11层）,南北向
3室2厅,140㎡,高层,（共16层）,南北向
4室2厅,191.33㎡,中层,（共27层）,南北向
3室1厅,117.73㎡,中层,（共6层）,南北向
3室2厅,133.83㎡,中层,（共9层）,南北向
3室2厅,154.88㎡,低层,（共11层）,南北向
3室1厅,89.56㎡,低层,（共8层）,南北向
1室1厅,35.17㎡,高层,（共6层）,西向
1室1厅,34.59㎡,中层,（共7层）,西向
4室2厅,176.46㎡,中层,（共32层）,南北向
1室1厅,51.38㎡,中层,（共7层）,西向
2室2厅,75.37㎡,低层,（共7层）,南北向
4室2厅,255.22㎡,低层,（共31层）,南北向
2室1厅,60.85㎡,中层,（共5层）,南北向
2室1厅,56.43㎡,低层,（共8层）,东向
2室1厅,80.49㎡,顶层,（共6层）,南北向
3室1厅,155.72㎡,中层,（共8层）,南向
3室2厅,139.66㎡,高层,（共13层）,南北向
1室0厅,15.45㎡,中层,（共4层）,南向
1室1厅,37㎡,高层,（共7层）,南向
2室2厅,95.68㎡,中层,（共6层）,南北向
3室2厅,149.3㎡,中层,（共18层）,南北向
3室2厅,108.91㎡,高层,（共33层）,南北向
3室2厅,142.83㎡,中层,（共5层）,南北向
2室1厅,43.71㎡,高层,（共8层）,南北向
2室1厅,101.88㎡,中层,（共16层）,南北向
2室1厅,79.71㎡,高层,（共21层）,西北向
3室2厅,147.61㎡,中层,（共6层）,南北向
2室1厅,99.32㎡,低层,（共6层）,南北向
3室1厅,107.79㎡,中层,（共6层）,东南向
2室1厅,78.65㎡,高层,（共8层）,东西向
2室1厅,86.18㎡,中层,（共6层）,南北向
3室2厅,166.56㎡,高层,（共26层）,南向
2室1厅,89㎡,低层,（共28层）,南北向
3室1厅,111.56㎡,低层,（共6层）,南北向
2室1厅,67.18㎡,高层,（共6层）,南北向
2室2厅,78.19㎡,低层,（共18层）,南向
2室2厅,101.95㎡,高层,（共6层）,南北向
1室1厅,81.85㎡,高层,（共62层）,南向
3室2厅,124.53㎡,高层,（共11层）,南北向
3室2厅,101.95㎡,高层,（共6层）,南北向
3室2厅,106.5㎡,低层,（共18层）,南向
3室2厅,158.82㎡,中层,（共7层）,南北向
3室1厅,88.07㎡,高层,（共25层）,南向
1室1厅,57.99㎡,高层,（共30层）,北向
2室1厅,74.15㎡,低层,（共7层）,南北向
2室1厅,48.69㎡,中层,（共8层）,东向
2室2厅,88.75㎡,中层,（共6层）,南北向
1室1厅,39.02㎡,低层,（共6层）,南向
2室1厅,91.94㎡,中层,（共6层）,南北向
2室1厅,106.51㎡,中层,（共7层）,南北向
3室2厅,98.01㎡,高层,（共23层）,南北向
3室2厅,137.94㎡,低层,（共18层）,南北向
2室2厅,90.16㎡,低层,（共6层）,南北向
2室1厅,66.12㎡,中层,（共6层）,南向
3室2厅,208.21㎡,低层,（共27层）,南北向
2室1厅,60.89㎡,高层,（共6层）,南北向
2室1厅,89.69㎡,低层,（共6层）,南北向
2室2厅,93.66㎡,中层,（共11层）,南北向
3室2厅,87㎡,低层,（共9层）,南北向
3室2厅,135㎡,高层,（共12层）,南北向
2室1厅,124.47㎡,高层,（共15层）,东西向
3室1厅,131.32㎡,高层,（共22层）,南北向
1室1厅,68.1㎡,高层,（共18层）,东西向
2室1厅,99.32㎡,低层,（共6层）,南北向
2室2厅,98.85㎡,高层,（共33层）,南北向
2室1厅,76.58㎡,低层,（共16层）,南北向
1室1厅,39.44㎡,中层,（共6层）,南向
4室2厅,228.8㎡,高层,（共27层）,南北向
1室0厅,22㎡,中层,（共4层）,西北向
3室2厅,95.01㎡,中层,（共17层）,南北向
2室1厅,80.36㎡,中层,（共6层）,南北向
2室2厅,85㎡,中层,（共16层）,南向
3室2厅,153.41㎡,中层,（共6层）,南北向
2室2厅,114.82㎡,中层,（共6层）,南北向
2室1厅,82.53㎡,中层,（共11层）,南北向
2室1厅,67.62㎡,中层,（共28层）,西南向
2室1厅,57.5㎡,中层,（共5层）,南北向
2室1厅,90.03㎡,低层,（共7层）,西南向
1室1厅,23.33㎡,低层,（共8层）,南北向
2室1厅,67.64㎡,中层,（共7层）,南北向
2室1厅,66.9㎡,中层,（共26层）,西南向
3室2厅,125.39㎡,中层,（共16层）,东南向
4室2厅,137.35㎡,中层,（共33层）,北向
2室2厅,120.46㎡,高层,（共28层）,南北向
3室2厅,154.15㎡,中层,（共28层）,南向
2室1厅,91.94㎡,中层,（共19层）,南北向
3室2厅,114.44㎡,高层,（共16层）,南北向
2室1厅,126.88㎡,低层,（共9层）,南北向
3室2厅,176.06㎡,低层,（共28层）,南北向
2室1厅,82.72㎡,低层,（共11层）,北向
2室2厅,92.82㎡,高层,（共33层）,南向
3室2厅,166.56㎡,高层,（共26层）,南向
2室1厅,61.98㎡,低层,（共7层）,南北向
2室1厅,59.07㎡,高层,（共6层）,南北向
1室1厅,37.68㎡,中层,（共8层）,西向
2室2厅,93.21㎡,低层,（共18层）,南向
2室1厅,102.41㎡,中层,（共10层）,南北向
3室2厅,152.44㎡,中层,（共32层）,南北向
3室1厅,143.29㎡,高层,（共18层）,西南向
1室1厅,28.01㎡,高层,（共6层）,南向
1室1厅,61.73㎡,中层,（共7层）,南向
4室2厅,255.22㎡,低层,（共31层）,南北向
2室1厅,110.13㎡,高层,（共43层）,西南向
3室2厅,175.51㎡,低层,（共9层）,北向
3室2厅,120.37㎡,高层,（共11层）,南向
3室2厅,173.92㎡,中层,（共18层）,南北向
2室1厅,59.9㎡,中层,（共6层）,南北向
2室1厅,107.62㎡,低层,（共6层）,南北向
2室2厅,111.89㎡,中层,（共18层）,南北向
2室1厅,109.15㎡,中层,（共18层）,南北向
2室1厅,95.19㎡,中层,（共7层）,南北向
2室1厅,73.76㎡,低层,（共15层）,南向
2室1厅,101.19㎡,中层,（共6层）,南北向
2室2厅,90.26㎡,中层,（共25层）,南向
2室2厅,115.79㎡,低层,（共6层）,南北向
2室1厅,103.23㎡,中层,（共6层）,南北向
3室2厅,125.4㎡,低层,（共34层）,南北向
2室1厅,55.97㎡,高层,（共8层）,南北向
2室1厅,82.97㎡,高层,（共57层）,东向
3室2厅,117.74㎡,低层,（共6层）,南北向
2室2厅,93.79㎡,中层,（共7层）,西南向
3室2厅,124.51㎡,低层,（共6层）,南北向
3室1厅,199.23㎡,中层,（共7层）,南北向
3室2厅,146.51㎡,低层,（共6层）,南北向
3室2厅,120㎡,低层,（共15层）,南北向
2室2厅,107.81㎡,顶层,（共6层）,南北向
3室1厅,90.44㎡,高层,（共18层）,南北向
3室2厅,89.57㎡,中层,（共11层）,南北向
2室1厅,75.1㎡,中层,（共6层）,南北向
3室1厅,74.84㎡,中层,（共7层）,东南向
2室1厅,58.02㎡,高层,（共6层）,南北向
1室1厅,47.85㎡,低层,（共7层）,西向
2室1厅,62.98㎡,中层,（共6层）,东向
3室1厅,114.91㎡,中层,（共6层）,南北向
2室1厅,80.75㎡,高层,（共6层）,南北向
1室1厅,34.87㎡,高层,（共7层）,西向
3室2厅,140.25㎡,低层,（共7层）,南向
2室1厅,75.29㎡,低层,（共7层）,南北向
2室1厅,29.86㎡,低层,（共7层）,西向
2室1厅,104.09㎡,中层,（共6层）,南北向
3室2厅,136.63㎡,中层,（共6层）,南北向
2室1厅,59.73㎡,中层,（共6层）,西南向
2室2厅,101.89㎡,高层,（共25层）,南北向
2室1厅,59.91㎡,高层,（共7层）,南北向
3室1厅,153.38㎡,高层,（共6层）,南向
1室1厅,34.59㎡,中层,（共7层）,西向
3室2厅,124.75㎡,中层,（共33层）,东南向
2室1厅,59.89㎡,中层,（共6层）,南北向
2室1厅,53.75㎡,高层,（共6层）,南北向
3室2厅,117.11㎡,中层,（共11层）,南北向
2室1厅,91.14㎡,中层,（共7层）,南北向
2室1厅,88.23㎡,中层,（共26层）,南向
1室1厅,40.3㎡,高层,（共8层）,南向
3室2厅,109.93㎡,中层,（共7层）,南北向
2室2厅,82.94㎡,中层,（共22层）,南向
3室2厅,221.64㎡,高层,（共31层）,南北向
3室2厅,146.73㎡,高层,（共53层）,南向
4室2厅,208.23㎡,中层,（共15层）,南北向
3室2厅,121.82㎡,中层,（共6层）,南北向
2室1厅,91.73㎡,高层,（共5层）,南北向
2室1厅,61.8㎡,中层,（共7层）,东西向
2室1厅,93.64㎡,中层,（共7层）,西北向
3室2厅,126.44㎡,中层,（共9层）,南北向
2室2厅,103.41㎡,高层,（共6层）,南北向
3室2厅,174.45㎡,高层,（共27层）,南北向
2室1厅,82.95㎡,高层,（共6层）,南北向
2室1厅,89.99㎡,中层,（共5层）,南北向
2室1厅,100.9㎡,低层,（共7层）,南北向
2室1厅,46.57㎡,中层,（共6层）,南向
3室2厅,163.26㎡,顶层,（共6层）,南向
2室1厅,100.85㎡,中层,（共18层）,南向
2室1厅,85.34㎡,高层,（共7层）,南北向
2室1厅,58.28㎡,顶层,（共6层）,南北向
2室1厅,52.59㎡,高层,（共7层）,西向
2室1厅,101.6㎡,中层,（共30层）,南北向
1室1厅,38.96㎡,中层,（共7层）,南向
2室1厅,106.88㎡,中层,（共9层）,南北向
1室1厅,75.64㎡,中层,（共32层）,南向
2室1厅,92.99㎡,高层,（共33层）,南向
3室2厅,126.24㎡,低层,（共6层）,南北向
2室1厅,104.51㎡,中层,（共7层）,南向
2室1厅,60.29㎡,中层,（共5层）,南北向
2室2厅,94.64㎡,高层,（共6层）,南北向
3室1厅,228.03㎡,低层,（共18层）,南北向
3室2厅,147.68㎡,低层,（共6层）,南向
1室1厅,41.44㎡,高层,（共6层）,西向
3室1厅,103.81㎡,低层,（共6层）,南北向
3室2厅,124.53㎡,高层,（共18层）,北向
3室1厅,107.72㎡,中层,（共29层）,南北向
1室1厅,54.06㎡,高层,（共26层）,南向
1室1厅,41.25㎡,高层,（共9层）,东向
3室2厅,151㎡,中层,（共5层）,南向
2室2厅,129.36㎡,低层,（共56层）,西南向
3室2厅,153㎡,中层,（共4层）,南北向
1室1厅,54.77㎡,高层,（共30层）,西向
3室2厅,157.48㎡,中层,（共18层）,南北向
3室2厅,131.87㎡,低层,（共32层）,南北向
4室2厅,277.19㎡,中层,（共32层）,南向
2室1厅,100㎡,中层,（共6层）,南北向
2室2厅,101.88㎡,中层,（共16层）,南北向
1室1厅,38.64㎡,中层,（共8层）,东向
1室1厅,36.85㎡,低层,（共8层）,西南向
3室2厅,89㎡,中层,（共18层）,南北向
2室2厅,82.25㎡,高层,（共7层）,南北向
3室2厅,133.37㎡,高层,（共18层）,南向
2室1厅,89.39㎡,高层,（共18层）,西向
1室1厅,57.68㎡,高层,（共7层）,南向
3室2厅,210.4㎡,高层,（共10层）,南北向
2室1厅,133.58㎡,高层,（共27层）,南向
3室2厅,123.69㎡,高层,（共16层）,西北向
2室2厅,83.05㎡,高层,（共11层）,南北向
2室2厅,91.63㎡,中层,（共11层）,南北向
1室1厅,34.84㎡,高层,（共8层）,西南向
2室1厅,59.46㎡,中层,（共7层）,南北向
2室1厅,84.7㎡,低层,（共6层）,南北向
1室1厅,36.07㎡,中层,（共8层）,东南向
2室2厅,93.1㎡,中层,（共30层）,东南向
2室2厅,122.06㎡,低层,（共28层）,南北向
3室2厅,177.72㎡,中层,（共24层）,南北向
3室1厅,100.69㎡,中层,（共5层）,南北向
4室3厅,242.09㎡,高层,（共32层）,西南北向
2室1厅,54.5㎡,低层,（共7层）,南北向
3室2厅,145.26㎡,高层,（共12层）,南北向
2室1厅,101.56㎡,中层,（共6层）,南北向
3室2厅,161.69㎡,低层,（共11层）,南北向
4室2厅,189.26㎡,高层,（共7层）,南北向
2室2厅,95.4㎡,中层,（共11层）,南北向
3室2厅,192.67㎡,中层,（共5层）,南北向
1室1厅,51㎡,中层,（共24层）,东向
2室1厅,59.46㎡,高层,（共7层）,南北向
2室1厅,113.5㎡,低层,（共18层）,南北向
1室1厅,38.97㎡,中层,（共7层）,东向
3室2厅,95.61㎡,中层,（共9层）,南向
1室1厅,46.14㎡,低层,（共6层）,南向
2室2厅,85.49㎡,低层,（共53层）,东向
3室2厅,102.65㎡,中层,（共11层）,南北向
3室2厅,158㎡,低层,（共9层）,南北向
2室1厅,57.46㎡,中层,（共8层）,南北向
1室1厅,51.81㎡,高层,（共48层）,东向
1室1厅,36.73㎡,高层,（共6层）,东向
2室1厅,54.1㎡,高层,（共8层）,西向
2室1厅,79.86㎡,低层,（共15层）,南北向
1室1厅,37.04㎡,中层,（共7层）,东向
2室1厅,97.46㎡,中层,（共5层）,南北向
1室1厅,51.74㎡,低层,（共30层）,东向
2室2厅,118.75㎡,低层,（共18层）,南北向
2室1厅,88.75㎡,中层,（共6层）,南北向
4室2厅,185㎡,高层,（共30层）,南北向
3室2厅,127.94㎡,中层,（共17层）,南北向
2室2厅,82.3㎡,中层,（共32层）,南向
3室2厅,91.86㎡,高层,（共28层）,南向
2室1厅,76.4㎡,高层,（共6层）,南北向
2室2厅,89.93㎡,高层,（共25层）,南北向
1室1厅,33.97㎡,中层,（共7层）,东向
1室1厅,48.35㎡,高层,（共6层）,东西向
1室0厅,33.58㎡,高层,（共8层）,东向
2室1厅,87.61㎡,中层,（共17层）,南向
2室1厅,113.83㎡,高层,（共11层）,南向
2室1厅,90.8㎡,低层,（共6层）,南向
3室3厅,140.54㎡,高层,（共6层）,南北向
1室1厅,38.48㎡,中层,（共7层）,南向
2室1厅,39.35㎡,中层,（共6层）,东向
3室2厅,180.75㎡,高层,（共11层）,南北向
1室1厅,45.98㎡,低层,（共6层）,东向
1室1厅,26.34㎡,高层,（共6层）,南向
2室1厅,79.04㎡,中层,（共11层）,南向
2室1厅,68.05㎡,高层,（共7层）,东向
4室2厅,166.82㎡,高层,（共7层）,南北向
2室2厅,94.51㎡,中层,（共33层）,南向
3室1厅,157.42㎡,中层,（共10层）,南北向
2室1厅,97.1㎡,低层,（共34层）,南向
3室2厅,133.45㎡,高层,（共32层）,南北向
1室1厅,36.24㎡,低层,（共7层）,东向
2室2厅,108.08㎡,高层,（共6层）,南北向
4室2厅,224.13㎡,中层,（共31层）,南北向
5室2厅,247.65㎡,中层,（共17层）,南北向
3室2厅,154.01㎡,低层,（共30层）,南北向
2室1厅,52.68㎡,中层,（共5层）,南北向
2室1厅,104.91㎡,低层,（共6层）,南北向
2室1厅,59.3㎡,中层,（共6层）,南向
3室2厅,137.12㎡,高层,（共25层）,南北向
2室1厅,57.13㎡,高层,（共6层）,南向
2室1厅,139.05㎡,中层,（共15层）,南向
3室1厅,156.39㎡,高层,（共6层）,南北向
2室1厅,59.37㎡,中层,（共6层）,南北向
2室2厅,92.08㎡,低层,（共6层）,南向
4室2厅,208.23㎡,中层,（共15层）,南北向
3室1厅,76.61㎡,中层,（共6层）,南北向
3室2厅,165.45㎡,低层,（共11层）,北向
4室2厅,199㎡,中层,（共7层）,南北向
3室2厅,169.35㎡,高层,（共25层）,南北向
2室1厅,91.03㎡,高层,（共18层）,南向
2室2厅,79.81㎡,低层,（共17层）,南向
2室1厅,91.94㎡,中层,（共6层）,南北向
2室1厅,97.37㎡,中层,（共6层）,南北向
1室1厅,50.09㎡,低层,（共20层）,南向
4室1厅,183.27㎡,高层,（共18层）,南北向
3室2厅,126.64㎡,高层,（共24层）,南北向
2室2厅,98.22㎡,低层,（共17层）,南北向
2室1厅,115.61㎡,中层,（共26层）,南北向
2室1厅,101.76㎡,低层,（共7层）,南北向
3室1厅,76.54㎡,中层,（共6层）,南北向
2室1厅,81.23㎡,中层,（共6层）,南北向
3室1厅,83㎡,中层,（共6层）,南北向
2室1厅,70.03㎡,高层,（共7层）,南北向
2室1厅,91.63㎡,高层,（共11层）,南北向
2室1厅,85.5㎡,中层,（共6层）,南北向
2室1厅,100.6㎡,顶层,（共4层）,南北向
2室1厅,80.46㎡,中层,（共12层）,东向
2室1厅,103.25㎡,低层,（共7层）,南北向
2室1厅,50.73㎡,高层,（共8层）,东向
3室2厅,181㎡,高层,（共31层）,南北向
2室1厅,64.3㎡,高层,（共8层）,南北向
2室1厅,84.88㎡,中层,（共7层）,南北向
2室1厅,91.79㎡,中层,（共5层）,南北向
3室1厅,123.88㎡,高层,（共10层）,南北向
2室2厅,102.34㎡,低层,（共6层）,南北向
2室1厅,73.36㎡,高层,（共23层）,南向
2室1厅,78.91㎡,中层,（共6层）,南北向
3室2厅,152.63㎡,中层,（共11层）,南北向
2室1厅,103.94㎡,低层,（共15层）,南北向
3室2厅,91㎡,高层,（共16层）,南北向
3室1厅,116.75㎡,中层,（共11层）,南北向
2室1厅,99.71㎡,高层,（共25层）,南北向
3室1厅,109.9㎡,高层,（共29层）,南北向
2室2厅,108.06㎡,中层,（共15层）,南北向
2室2厅,161.84㎡,低层,（共18层）,东南向
3室2厅,107.85㎡,低层,（共6层）,南北向
4室2厅,267.8㎡,中层,（共27层）,南北向
2室2厅,80.65㎡,低层,（共28层）,南向
2室2厅,85.29㎡,高层,（共6层）,南向
1室1厅,72.47㎡,中层,（共26层）,南向
1室1厅,42.09㎡,中层,（共48层）,北向
2室1厅,108.02㎡,高层,（共33层）,南北向
2室1厅,76.04㎡,中层,（共6层）,南北向
2室1厅,58.47㎡,中层,（共6层）,南北向
1室1厅,62.95㎡,高层,（共21层）,东向
3室1厅,205.09㎡,高层,（共8层）,南北向
3室2厅,134.28㎡,低层,（共14层）,南北向
2室1厅,91.04㎡,高层,（共7层）,东西向
3室2厅,139.93㎡,中层,（共20层）,南北向
3室2厅,136.64㎡,中层,（共13层）,南北向
3室1厅,133.76㎡,低层,（共6层）,南北向
3室1厅,118.88㎡,中层,（共9层）,南北向
2室2厅,85.53㎡,高层,（共7层）,南北向
2室2厅,133.13㎡,高层,（共24层）,南北向
3室2厅,107.29㎡,中层,（共18层）,南北向
3室1厅,242.59㎡,中层,（共26层）,南北向
3室2厅,136.89㎡,中层,（共32层）,南北向
2室1厅,68.1㎡,低层,（共18层）,东向
2室1厅,82.97㎡,高层,（共57层）,东北向
2室1厅,95.95㎡,低层,（共28层）,南北向
2室1厅,42.77㎡,高层,（共8层）,南向
2室1厅,87.14㎡,中层,（共27层）,南向
1室1厅,39.68㎡,高层,（共7层）,南向
3室2厅,87.96㎡,低层,（共18层）,南北向
1室1厅,43.96㎡,低层,（共7层）,东向
1室1厅,32.78㎡,低层,（共6层）,西向
3室2厅,126.91㎡,低层,（共11层）,南向
2室1厅,87.92㎡,中层,（共27层）,南向
3室1厅,83.92㎡,高层,（共6层）,南北向
4室2厅,228.73㎡,低层,（共17层）,南北向
1室1厅,35.31㎡,高层,（共6层）,北向
1室1厅,24.64㎡,中层,（共7层）,南向
2室1厅,86.08㎡,低层,（共31层）,南北向
1室1厅,32.67㎡,中层,（共7层）,北向
2室1厅,54.75㎡,高层,（共7层）,南北向
2室2厅,101.18㎡,中层,（共6层）,南向
2室1厅,92.85㎡,高层,（共33层）,南北向
2室1厅,66.22㎡,中层,（共6层）,南北向
3室2厅,159.66㎡,低层,（共32层）,南北向
2室2厅,109.19㎡,中层,（共6层）,南北向
1室1厅,34.98㎡,中层,（共6层）,东向
1室1厅,66.31㎡,高层,（共6层）,南北向
1室1厅,81.42㎡,低层,（共32层）,东北向
3室2厅,113㎡,低层,（共16层）,南北向
3室2厅,154.31㎡,中层,（共30层）,南北向
3室1厅,98.14㎡,高层,（共16层）,南北向
1室1厅,35.92㎡,中层,（共8层）,南向
1室1厅,42.22㎡,中层,（共8层）,南向
3室2厅,185.56㎡,低层,（共30层）,南北向
2室2厅,99.75㎡,低层,（共6层）,南北向
3室1厅,140.27㎡,高层,（共11层）,南北向
3室2厅,122.2㎡,高层,（共7层）,南北向
2室1厅,101.27㎡,高层,（共9层）,南北向
2室1厅,81.74㎡,中层,（共8层）,东西向
3室1厅,96.18㎡,高层,（共24层）,西北向
2室1厅,116.24㎡,中层,（共25层）,东南向
3室2厅,151.63㎡,高层,（共12层）,南向
3室2厅,159.65㎡,低层,（共6层）,南北向
3室2厅,138.55㎡,高层,（共31层）,南北向
2室1厅,76.71㎡,高层,（共6层）,南北向
2室1厅,56.84㎡,低层,（共6层）,南北向
2室1厅,83.95㎡,高层,（共6层）,南向
2室2厅,119.01㎡,高层,（共11层）,南北向
1室1厅,72.06㎡,中层,（共27层）,南向
2室1厅,70.16㎡,高层,（共10层）,东南向
1室1厅,54.87㎡,中层,（共61层）,东北向
5室2厅,212.37㎡,中层,（共6层）,南北向
1室1厅,62.95㎡,低层,（共21层）,东向
1室1厅,74.74㎡,中层,（共30层）,东南向
3室1厅,139.01㎡,中层,（共33层）,南北向
2室2厅,97.98㎡,低层,（共56层）,南向
1室1厅,37.54㎡,中层,（共8层）,东南向
3室2厅,131.48㎡,低层,（共32层）,南北向
2室1厅,89.73㎡,高层,（共27层）,南北向
2室1厅,103.57㎡,中层,（共21层）,南向
2室2厅,99.74㎡,中层,（共22层）,南向
2室1厅,92.3㎡,低层,（共33层）,南北向
2室1厅,56.74㎡,高层,（共7层）,西向
3室1厅,75.41㎡,低层,（共6层）,南向
2室1厅,69.19㎡,高层,（共7层）,南向
2室1厅,78.33㎡,中层,（共6层）,南北向
2室2厅,109.44㎡,中层,（共6层）,北向
3室2厅,97㎡,中层,（共26层）,南北向
2室2厅,109.34㎡,高层,（共9层）,南北向
2室2厅,93.41㎡,中层,（共5层）,南北向
1室1厅,39.56㎡,中层,（共8层）,南向
1室1厅,52.81㎡,中层,（共7层）,南北向
3室1厅,93.26㎡,低层,（共27层）,南北向
4室2厅,161.01㎡,低层,（共6层）,南北向
2室2厅,91.03㎡,中层,（共7层）,南北向
3室2厅,149.15㎡,中层,（共28层）,北向
3室2厅,127㎡,低层,（共15层）,南北向
